( 1 ,  -1 ,  0  )
( 219 ,  -67 ,  -152  )
( 220 ,  -68 ,  -152  )
( 219 ,  -68 ,  -151  )
( 219 ,  -69 ,  -150  )
( 220 ,  -70 ,  -150  )
( 221 ,  -71 ,  -150  )
( 222 ,  -72 ,  -150  )
( 223 ,  -73 ,  -150  )
( 223 ,  -72 ,  -151  )
( 223 ,  -71 ,  -152  )
( 223 ,  -72 ,  -151  )
( 224 ,  -73 ,  -151  )
( 224 ,  -74 ,  -150  )
( 224 ,  -75 ,  -149  )
( 224 ,  -76 ,  -148  )
( 224 ,  -77 ,  -147  )
( 225 ,  -78 ,  -147  )
( 225 ,  -79 ,  -146  )
( 225 ,  -80 ,  -145  )
( 226 ,  -80 ,  -146  )
( 226 ,  -79 ,  -147  )
( 226 ,  -80 ,  -146  )
( 227 ,  -81 ,  -146  )
( 227 ,  -82 ,  -145  )
( 227 ,  -83 ,  -144  )
( 228 ,  -84 ,  -144  )
( 229 ,  -85 ,  -144  )
( 229 ,  -86 ,  -143  )
( 228 ,  -86 ,  -142  )
( 228 ,  -87 ,  -141  )
( 228 ,  -88 ,  -140  )
( 229 ,  -89 ,  -140  )
( 228 ,  -89 ,  -139  )
( 227 ,  -89 ,  -138  )
( 228 ,  -90 ,  -138  )
( 228 ,  -91 ,  -137  )
( 229 ,  -92 ,  -137  )
( 228 ,  -92 ,  -136  )
( 228 ,  -93 ,  -135  )
( 228 ,  -94 ,  -134  )
( 227 ,  -93 ,  -134  )
( 227 ,  -94 ,  -133  )
( 228 ,  -95 ,  -133  )
( 228 ,  -96 ,  -132  )
( 228 ,  -97 ,  -131  )
( 228 ,  -98 ,  -130  )
( 229 ,  -99 ,  -130  )
( 229 ,  -100 ,  -129  )
( 229 ,  -101 ,  -128  )
( 229 ,  -102 ,  -127  )
( 229 ,  -103 ,  -126  )
( 229 ,  -102 ,  -127  )
( 230 ,  -103 ,  -127  )
( 231 ,  -104 ,  -127  )
( 230 ,  -104 ,  -126  )
( 230 ,  -105 ,  -125  )
( 230 ,  -106 ,  -124  )
( 230 ,  -107 ,  -123  )
( 230 ,  -108 ,  -122  )
( 230 ,  -109 ,  -121  )
( 230 ,  -108 ,  -122  )
( 231 ,  -109 ,  -122  )
( 231 ,  -110 ,  -121  )
( 232 ,  -111 ,  -121  )
( 232 ,  -112 ,  -120  )
( 232 ,  -111 ,  -121  )
( 231 ,  -110 ,  -121  )
( 231 ,  -111 ,  -120  )
( 231 ,  -112 ,  -119  )
( 231 ,  -113 ,  -118  )
( 232 ,  -114 ,  -118  )
( 232 ,  -115 ,  -117  )
( 233 ,  -116 ,  -117  )
( 232 ,  -116 ,  -116  )
( 232 ,  -117 ,  -115  )
( 232 ,  -118 ,  -114  )
( 232 ,  -119 ,  -113  )
( 232 ,  -120 ,  -112  )
( 232 ,  -121 ,  -111  )
( 233 ,  -122 ,  -111  )
( 234 ,  -123 ,  -111  )
( 235 ,  -124 ,  -111  )
( 234 ,  -123 ,  -111  )
( 234 ,  -124 ,  -110  )
( 234 ,  -125 ,  -109  )
( 234 ,  -126 ,  -108  )
( 235 ,  -126 ,  -109  )
( 236 ,  -127 ,  -109  )
( 236 ,  -126 ,  -110  )
( 236 ,  -127 ,  -109  )
( 237 ,  -128 ,  -109  )
( 238 ,  -129 ,  -109  )
( 238 ,  -130 ,  -108  )
( 238 ,  -131 ,  -107  )
( 238 ,  -132 ,  -106  )
( 239 ,  -133 ,  -106  )
( 240 ,  -134 ,  -106  )
( 240 ,  -135 ,  -105  )
( 240 ,  -136 ,  -104  )
( 240 ,  -137 ,  -103  )
( 240 ,  -138 ,  -102  )
( 240 ,  -139 ,  -101  )
( 240 ,  -140 ,  -100  )
( 241 ,  -141 ,  -100  )
( 241 ,  -142 ,  -99  )
( 241 ,  -143 ,  -98  )
( 241 ,  -144 ,  -97  )
( 241 ,  -143 ,  -98  )
( 241 ,  -144 ,  -97  )
( 242 ,  -145 ,  -97  )
( 243 ,  -146 ,  -97  )
( 243 ,  -147 ,  -96  )
( 243 ,  -146 ,  -97  )
( 243 ,  -147 ,  -96  )
( 244 ,  -147 ,  -97  )
( 244 ,  -148 ,  -96  )
( 244 ,  -149 ,  -95  )
( 244 ,  -150 ,  -94  )
( 244 ,  -149 ,  -95  )
( 244 ,  -148 ,  -96  )
( 244 ,  -149 ,  -95  )
( 244 ,  -150 ,  -94  )
( 244 ,  -149 ,  -95  )
( 243 ,  -148 ,  -95  )
( 243 ,  -149 ,  -94  )
( 243 ,  -148 ,  -95  )
( 243 ,  -149 ,  -94  )
( 243 ,  -150 ,  -93  )
( 243 ,  -151 ,  -92  )
( 243 ,  -152 ,  -91  )
( 243 ,  -153 ,  -90  )
( 243 ,  -154 ,  -89  )
( 244 ,  -155 ,  -89  )
( 244 ,  -156 ,  -88  )
( 244 ,  -157 ,  -87  )
( 243 ,  -156 ,  -87  )
( 243 ,  -157 ,  -86  )
( 242 ,  -157 ,  -85  )
( 242 ,  -158 ,  -84  )
( 242 ,  -159 ,  -83  )
( 242 ,  -160 ,  -82  )
( 242 ,  -161 ,  -81  )
( 241 ,  -161 ,  -80  )
( 241 ,  -162 ,  -79  )
( 241 ,  -163 ,  -78  )
( 241 ,  -164 ,  -77  )
( 241 ,  -165 ,  -76  )
( 241 ,  -166 ,  -75  )
( 241 ,  -165 ,  -76  )
( 241 ,  -166 ,  -75  )
( 241 ,  -167 ,  -74  )
( 241 ,  -168 ,  -73  )
( 242 ,  -169 ,  -73  )
( 242 ,  -170 ,  -72  )
( 242 ,  -171 ,  -71  )
( 242 ,  -172 ,  -70  )
( 242 ,  -173 ,  -69  )
( 241 ,  -173 ,  -68  )
( 241 ,  -174 ,  -67  )
( 240 ,  -173 ,  -67  )
( 240 ,  -174 ,  -66  )
( 240 ,  -175 ,  -65  )
( 240 ,  -176 ,  -64  )
( 240 ,  -177 ,  -63  )
( 240 ,  -176 ,  -64  )
( 240 ,  -175 ,  -65  )
( 240 ,  -176 ,  -64  )
( 240 ,  -177 ,  -63  )
( 240 ,  -178 ,  -62  )
( 240 ,  -179 ,  -61  )
( 240 ,  -180 ,  -60  )
( 240 ,  -181 ,  -59  )
( 240 ,  -182 ,  -58  )
( 240 ,  -183 ,  -57  )
( 241 ,  -184 ,  -57  )
( 241 ,  -185 ,  -56  )
( 242 ,  -185 ,  -57  )
( 242 ,  -186 ,  -56  )
( 242 ,  -187 ,  -55  )
( 242 ,  -188 ,  -54  )
( 242 ,  -189 ,  -53  )
( 242 ,  -190 ,  -52  )
( 242 ,  -191 ,  -51  )
( 242 ,  -192 ,  -50  )
( 243 ,  -193 ,  -50  )
( 243 ,  -194 ,  -49  )
( 243 ,  -195 ,  -48  )
( 243 ,  -196 ,  -47  )
( 243 ,  -197 ,  -46  )
( 243 ,  -198 ,  -45  )
( 243 ,  -199 ,  -44  )
( 243 ,  -200 ,  -43  )
( 243 ,  -201 ,  -42  )
( 242 ,  -201 ,  -41  )
( 242 ,  -202 ,  -40  )
( 242 ,  -203 ,  -39  )
( 242 ,  -204 ,  -38  )
( 242 ,  -205 ,  -37  )
( 242 ,  -206 ,  -36  )
( 242 ,  -207 ,  -35  )
( 242 ,  -208 ,  -34  )
( 242 ,  -209 ,  -33  )
( 243 ,  -209 ,  -34  )
( 243 ,  -210 ,  -33  )
( 243 ,  -211 ,  -32  )
( 242 ,  -211 ,  -31  )
( 242 ,  -212 ,  -30  )
( 242 ,  -213 ,  -29  )
( 242 ,  -214 ,  -28  )
( 242 ,  -215 ,  -27  )
( 242 ,  -216 ,  -26  )
( 241 ,  -216 ,  -25  )
( 241 ,  -217 ,  -24  )
( 241 ,  -218 ,  -23  )
( 241 ,  -217 ,  -24  )
( 241 ,  -218 ,  -23  )
( 242 ,  -218 ,  -24  )
( 242 ,  -219 ,  -23  )
( 242 ,  -220 ,  -22  )
( 243 ,  -220 ,  -23  )
( 243 ,  -221 ,  -22  )
( 242 ,  -221 ,  -21  )
( 242 ,  -222 ,  -20  )
( 241 ,  -222 ,  -19  )
( 241 ,  -223 ,  -18  )
( 240 ,  -223 ,  -17  )
( 239 ,  -223 ,  -16  )
( 238 ,  -223 ,  -15  )
( 237 ,  -222 ,  -15  )
( 237 ,  -221 ,  -16  )
( 236 ,  -221 ,  -15  )
( 235 ,  -221 ,  -14  )
( 235 ,  -222 ,  -13  )
( 234 ,  -222 ,  -12  )
( 234 ,  -221 ,  -13  )
( 234 ,  -222 ,  -12  )
( 234 ,  -223 ,  -11  )
( 233 ,  -223 ,  -10  )
( 233 ,  -224 ,  -9  )
( 232 ,  -223 ,  -9  )
( 232 ,  -224 ,  -8  )
( 233 ,  -225 ,  -8  )
( 233 ,  -226 ,  -7  )
( 233 ,  -227 ,  -6  )
( 233 ,  -228 ,  -5  )
( 233 ,  -229 ,  -4  )
( 233 ,  -230 ,  -3  )
( 233 ,  -231 ,  -2  )
( 233 ,  -232 ,  -1  )
( 233 ,  -233 ,  0  )
( 232 ,  -233 ,  1  )
( 231 ,  -233 ,  2  )
( 231 ,  -234 ,  3  )
( 231 ,  -235 ,  4  )
( 231 ,  -236 ,  5  )
( 230 ,  -236 ,  6  )
( 230 ,  -237 ,  7  )
( 230 ,  -238 ,  8  )
( 230 ,  -239 ,  9  )
( 230 ,  -240 ,  10  )
( 230 ,  -241 ,  11  )
( 230 ,  -240 ,  10  )
( 230 ,  -241 ,  11  )
( 229 ,  -241 ,  12  )
( 229 ,  -242 ,  13  )
( 228 ,  -241 ,  13  )
( 228 ,  -242 ,  14  )
( 229 ,  -243 ,  14  )
( 228 ,  -242 ,  14  )
( 228 ,  -243 ,  15  )
( 228 ,  -244 ,  16  )
( 228 ,  -245 ,  17  )
( 228 ,  -246 ,  18  )
( 228 ,  -247 ,  19  )
( 228 ,  -248 ,  20  )
( 227 ,  -248 ,  21  )
( 227 ,  -249 ,  22  )
( 227 ,  -250 ,  23  )
( 227 ,  -251 ,  24  )
( 227 ,  -252 ,  25  )
( 226 ,  -252 ,  26  )
( 226 ,  -253 ,  27  )
( 225 ,  -253 ,  28  )
( 224 ,  -253 ,  29  )
( 224 ,  -254 ,  30  )
( 224 ,  -255 ,  31  )
( 224 ,  -256 ,  32  )
( 225 ,  -257 ,  32  )
( 225 ,  -258 ,  33  )
( 225 ,  -259 ,  34  )
( 226 ,  -260 ,  34  )
( 226 ,  -261 ,  35  )
( 226 ,  -262 ,  36  )
( 225 ,  -262 ,  37  )
( 225 ,  -263 ,  38  )
( 225 ,  -262 ,  37  )
( 226 ,  -262 ,  36  )
( 225 ,  -261 ,  36  )
( 225 ,  -262 ,  37  )
( 225 ,  -263 ,  38  )
( 226 ,  -263 ,  37  )
( 226 ,  -262 ,  36  )
( 226 ,  -263 ,  37  )
( 225 ,  -263 ,  38  )
( 224 ,  -263 ,  39  )
( 223 ,  -263 ,  40  )
( 223 ,  -264 ,  41  )
( 223 ,  -265 ,  42  )
( 223 ,  -266 ,  43  )
( 222 ,  -266 ,  44  )
( 222 ,  -267 ,  45  )
( 222 ,  -268 ,  46  )
( 221 ,  -268 ,  47  )
( 220 ,  -268 ,  48  )
( 219 ,  -268 ,  49  )
( 218 ,  -268 ,  50  )
( 219 ,  -269 ,  50  )
( 219 ,  -270 ,  51  )
( 218 ,  -270 ,  52  )
( 218 ,  -271 ,  53  )
( 217 ,  -270 ,  53  )
( 216 ,  -270 ,  54  )
( 217 ,  -271 ,  54  )
( 217 ,  -272 ,  55  )
( 216 ,  -272 ,  56  )
( 215 ,  -271 ,  56  )
( 215 ,  -272 ,  57  )
( 215 ,  -273 ,  58  )
( 215 ,  -274 ,  59  )
( 214 ,  -274 ,  60  )
( 213 ,  -274 ,  61  )
( 213 ,  -273 ,  60  )
( 212 ,  -273 ,  61  )
( 211 ,  -273 ,  62  )
( 211 ,  -274 ,  63  )
( 211 ,  -275 ,  64  )
( 211 ,  -276 ,  65  )
( 210 ,  -276 ,  66  )
( 209 ,  -276 ,  67  )
( 209 ,  -277 ,  68  )
( 208 ,  -277 ,  69  )
( 208 ,  -278 ,  70  )
( 208 ,  -279 ,  71  )
( 208 ,  -280 ,  72  )
( 207 ,  -280 ,  73  )
( 207 ,  -281 ,  74  )
( 208 ,  -282 ,  74  )
( 207 ,  -282 ,  75  )
( 207 ,  -283 ,  76  )
( 206 ,  -283 ,  77  )
( 205 ,  -283 ,  78  )
( 205 ,  -284 ,  79  )
( 205 ,  -285 ,  80  )
( 204 ,  -285 ,  81  )
( 204 ,  -286 ,  82  )
( 205 ,  -287 ,  82  )
( 204 ,  -287 ,  83  )
( 203 ,  -287 ,  84  )
( 203 ,  -286 ,  83  )
( 203 ,  -287 ,  84  )
( 203 ,  -288 ,  85  )
( 203 ,  -287 ,  84  )
( 203 ,  -288 ,  85  )
( 204 ,  -288 ,  84  )
( 203 ,  -288 ,  85  )
( 203 ,  -289 ,  86  )
( 202 ,  -289 ,  87  )
( 202 ,  -290 ,  88  )
( 201 ,  -289 ,  88  )
( 200 ,  -289 ,  89  )
( 200 ,  -290 ,  90  )
( 200 ,  -291 ,  91  )
( 199 ,  -291 ,  92  )
( 199 ,  -292 ,  93  )
( 199 ,  -293 ,  94  )
( 199 ,  -294 ,  95  )
( 199 ,  -295 ,  96  )
( 199 ,  -296 ,  97  )
( 198 ,  -296 ,  98  )
( 197 ,  -295 ,  98  )
( 196 ,  -295 ,  99  )
( 195 ,  -295 ,  100  )
( 196 ,  -296 ,  100  )
( 195 ,  -296 ,  101  )
( 194 ,  -296 ,  102  )
( 193 ,  -296 ,  103  )
( 193 ,  -297 ,  104  )
( 193 ,  -298 ,  105  )
( 192 ,  -297 ,  105  )
( 191 ,  -297 ,  106  )
( 191 ,  -298 ,  107  )
( 190 ,  -298 ,  108  )
( 190 ,  -299 ,  109  )
( 191 ,  -299 ,  108  )
( 191 ,  -300 ,  109  )
( 191 ,  -301 ,  110  )
( 192 ,  -302 ,  110  )
( 191 ,  -302 ,  111  )
( 191 ,  -303 ,  112  )
( 192 ,  -303 ,  111  )
( 191 ,  -303 ,  112  )
( 191 ,  -304 ,  113  )
( 190 ,  -304 ,  114  )
( 190 ,  -305 ,  115  )
( 190 ,  -304 ,  114  )
( 189 ,  -303 ,  114  )
( 189 ,  -304 ,  115  )
( 189 ,  -303 ,  114  )
( 188 ,  -303 ,  115  )
( 188 ,  -304 ,  116  )
( 187 ,  -304 ,  117  )
( 187 ,  -305 ,  118  )
( 187 ,  -306 ,  119  )
( 186 ,  -306 ,  120  )
( 186 ,  -305 ,  119  )
( 185 ,  -305 ,  120  )
( 184 ,  -305 ,  121  )
( 183 ,  -305 ,  122  )
( 184 ,  -306 ,  122  )
( 183 ,  -306 ,  123  )
( 183 ,  -307 ,  124  )
( 182 ,  -307 ,  125  )
( 183 ,  -307 ,  124  )
( 183 ,  -308 ,  125  )
( 182 ,  -308 ,  126  )
( 183 ,  -309 ,  126  )
( 183 ,  -310 ,  127  )
( 184 ,  -311 ,  127  )
( 183 ,  -311 ,  128  )
( 182 ,  -310 ,  128  )
( 181 ,  -310 ,  129  )
( 181 ,  -311 ,  130  )
( 182 ,  -311 ,  129  )
( 181 ,  -311 ,  130  )
( 180 ,  -311 ,  131  )
( 179 ,  -311 ,  132  )
( 178 ,  -310 ,  132  )
( 179 ,  -311 ,  132  )
( 179 ,  -312 ,  133  )
( 178 ,  -312 ,  134  )
( 178 ,  -311 ,  133  )
( 177 ,  -310 ,  133  )
( 177 ,  -311 ,  134  )
( 177 ,  -312 ,  135  )
( 176 ,  -312 ,  136  )
( 175 ,  -312 ,  137  )
( 175 ,  -313 ,  138  )
( 174 ,  -313 ,  139  )
( 173 ,  -313 ,  140  )
( 172 ,  -313 ,  141  )
( 171 ,  -313 ,  142  )
( 171 ,  -314 ,  143  )
( 171 ,  -315 ,  144  )
( 170 ,  -315 ,  145  )
( 170 ,  -314 ,  144  )
( 170 ,  -313 ,  143  )
( 170 ,  -314 ,  144  )
( 169 ,  -314 ,  145  )
( 168 ,  -313 ,  145  )
( 167 ,  -313 ,  146  )
( 168 ,  -313 ,  145  )
( 167 ,  -313 ,  146  )
( 166 ,  -313 ,  147  )
( 166 ,  -314 ,  148  )
( 165 ,  -314 ,  149  )
( 164 ,  -314 ,  150  )
( 163 ,  -314 ,  151  )
( 162 ,  -314 ,  152  )
( 161 ,  -314 ,  153  )
( 160 ,  -314 ,  154  )
( 161 ,  -315 ,  154  )
( 160 ,  -315 ,  155  )
( 159 ,  -315 ,  156  )
( 159 ,  -316 ,  157  )
( 159 ,  -317 ,  158  )
( 158 ,  -317 ,  159  )
( 157 ,  -317 ,  160  )
( 157 ,  -318 ,  161  )
( 156 ,  -318 ,  162  )
( 155 ,  -318 ,  163  )
( 155 ,  -319 ,  164  )
( 155 ,  -320 ,  165  )
( 156 ,  -320 ,  164  )
( 155 ,  -319 ,  164  )
( 156 ,  -319 ,  163  )
( 157 ,  -320 ,  163  )
( 156 ,  -320 ,  164  )
( 155 ,  -320 ,  165  )
( 155 ,  -321 ,  166  )
( 154 ,  -321 ,  167  )
( 153 ,  -321 ,  168  )
( 152 ,  -321 ,  169  )
( 151 ,  -321 ,  170  )
( 150 ,  -321 ,  171  )
( 149 ,  -321 ,  172  )
( 148 ,  -321 ,  173  )
( 147 ,  -321 ,  174  )
( 146 ,  -321 ,  175  )
( 146 ,  -322 ,  176  )
( 147 ,  -323 ,  176  )
( 147 ,  -324 ,  177  )
( 146 ,  -324 ,  178  )
( 145 ,  -324 ,  179  )
( 145 ,  -325 ,  180  )
( 145 ,  -326 ,  181  )
( 144 ,  -326 ,  182  )
( 143 ,  -326 ,  183  )
( 142 ,  -326 ,  184  )
( 141 ,  -326 ,  185  )
( 140 ,  -326 ,  186  )
( 139 ,  -326 ,  187  )
( 140 ,  -326 ,  186  )
( 139 ,  -326 ,  187  )
( 138 ,  -325 ,  187  )
( 138 ,  -326 ,  188  )
( 138 ,  -327 ,  189  )
( 137 ,  -327 ,  190  )
( 136 ,  -326 ,  190  )
( 135 ,  -326 ,  191  )
( 134 ,  -326 ,  192  )
( 133 ,  -326 ,  193  )
( 133 ,  -325 ,  192  )
( 134 ,  -325 ,  191  )
( 133 ,  -325 ,  192  )
( 132 ,  -325 ,  193  )
( 131 ,  -325 ,  194  )
( 130 ,  -325 ,  195  )
( 129 ,  -325 ,  196  )
( 128 ,  -325 ,  197  )
( 127 ,  -325 ,  198  )
( 126 ,  -325 ,  199  )
( 125 ,  -325 ,  200  )
( 124 ,  -325 ,  201  )
( 123 ,  -325 ,  202  )
( 122 ,  -325 ,  203  )
( 121 ,  -325 ,  204  )
( 120 ,  -325 ,  205  )
( 119 ,  -325 ,  206  )
( 118 ,  -325 ,  207  )
( 117 ,  -325 ,  208  )
( 118 ,  -326 ,  208  )
( 117 ,  -326 ,  209  )
( 116 ,  -326 ,  210  )
( 115 ,  -326 ,  211  )
( 116 ,  -327 ,  211  )
( 115 ,  -327 ,  212  )
( 114 ,  -327 ,  213  )
( 113 ,  -327 ,  214  )
( 112 ,  -327 ,  215  )
( 111 ,  -327 ,  216  )
( 110 ,  -327 ,  217  )
( 110 ,  -326 ,  216  )
( 109 ,  -326 ,  217  )
( 108 ,  -326 ,  218  )
( 107 ,  -326 ,  219  )
( 106 ,  -326 ,  220  )
( 106 ,  -325 ,  219  )
( 105 ,  -325 ,  220  )
( 105 ,  -324 ,  219  )
( 104 ,  -324 ,  220  )
( 103 ,  -324 ,  221  )
( 102 ,  -324 ,  222  )
( 101 ,  -323 ,  222  )
( 101 ,  -324 ,  223  )
( 100 ,  -324 ,  224  )
( 99 ,  -324 ,  225  )
( 99 ,  -325 ,  226  )
( 98 ,  -325 ,  227  )
( 97 ,  -325 ,  228  )
( 96 ,  -325 ,  229  )
( 97 ,  -326 ,  229  )
( 96 ,  -326 ,  230  )
( 95 ,  -326 ,  231  )
( 96 ,  -327 ,  231  )
( 95 ,  -327 ,  232  )
( 94 ,  -327 ,  233  )
( 93 ,  -327 ,  234  )
( 93 ,  -328 ,  235  )
( 92 ,  -328 ,  236  )
( 91 ,  -328 ,  237  )
( 92 ,  -329 ,  237  )
( 93 ,  -330 ,  237  )
( 92 ,  -330 ,  238  )
( 91 ,  -330 ,  239  )
( 90 ,  -330 ,  240  )
( 90 ,  -331 ,  241  )
( 90 ,  -332 ,  242  )
( 89 ,  -332 ,  243  )
( 88 ,  -331 ,  243  )
( 87 ,  -331 ,  244  )
( 86 ,  -331 ,  245  )
( 85 ,  -331 ,  246  )
( 86 ,  -332 ,  246  )
( 85 ,  -332 ,  247  )
( 84 ,  -332 ,  248  )
( 83 ,  -332 ,  249  )
( 82 ,  -332 ,  250  )
( 81 ,  -332 ,  251  )
( 80 ,  -332 ,  252  )
( 79 ,  -332 ,  253  )
( 78 ,  -332 ,  254  )
( 78 ,  -331 ,  253  )
( 77 ,  -331 ,  254  )
( 76 ,  -331 ,  255  )
( 75 ,  -330 ,  255  )
( 74 ,  -330 ,  256  )
( 73 ,  -330 ,  257  )
( 72 ,  -330 ,  258  )
( 71 ,  -330 ,  259  )
( 70 ,  -330 ,  260  )
( 69 ,  -330 ,  261  )
( 68 ,  -330 ,  262  )
( 67 ,  -330 ,  263  )
( 68 ,  -331 ,  263  )
( 67 ,  -330 ,  263  )
( 66 ,  -330 ,  264  )
( 65 ,  -330 ,  265  )
( 64 ,  -330 ,  266  )
( 63 ,  -329 ,  266  )
( 62 ,  -329 ,  267  )
( 61 ,  -329 ,  268  )
( 60 ,  -329 ,  269  )
( 59 ,  -329 ,  270  )
( 58 ,  -329 ,  271  )
( 57 ,  -329 ,  272  )
( 56 ,  -329 ,  273  )
( 55 ,  -328 ,  273  )
( 54 ,  -328 ,  274  )
( 53 ,  -328 ,  275  )
( 52 ,  -328 ,  276  )
( 51 ,  -327 ,  276  )
( 51 ,  -328 ,  277  )
( 52 ,  -328 ,  276  )
( 51 ,  -328 ,  277  )
( 50 ,  -328 ,  278  )
( 50 ,  -327 ,  277  )
( 49 ,  -327 ,  278  )
( 49 ,  -328 ,  279  )
( 48 ,  -328 ,  280  )
( 48 ,  -327 ,  279  )
( 47 ,  -327 ,  280  )
( 46 ,  -326 ,  280  )
( 45 ,  -326 ,  281  )
( 44 ,  -326 ,  282  )
( 43 ,  -325 ,  282  )
( 43 ,  -324 ,  281  )
( 42 ,  -324 ,  282  )
( 41 ,  -324 ,  283  )
( 40 ,  -324 ,  284  )
( 39 ,  -324 ,  285  )
( 38 ,  -324 ,  286  )
( 37 ,  -324 ,  287  )
( 36 ,  -324 ,  288  )
( 37 ,  -324 ,  287  )
( 36 ,  -324 ,  288  )
( 35 ,  -324 ,  289  )
( 34 ,  -324 ,  290  )
( 33 ,  -324 ,  291  )
( 32 ,  -324 ,  292  )
( 31 ,  -324 ,  293  )
( 30 ,  -324 ,  294  )
( 29 ,  -324 ,  295  )
( 29 ,  -323 ,  294  )
( 28 ,  -323 ,  295  )
( 27 ,  -323 ,  296  )
( 28 ,  -323 ,  295  )
( 27 ,  -323 ,  296  )
( 26 ,  -323 ,  297  )
( 25 ,  -322 ,  297  )
( 24 ,  -322 ,  298  )
( 23 ,  -321 ,  298  )
( 22 ,  -321 ,  299  )
( 21 ,  -321 ,  300  )
( 20 ,  -321 ,  301  )
( 19 ,  -321 ,  302  )
( 18 ,  -320 ,  302  )
( 17 ,  -319 ,  302  )
( 16 ,  -319 ,  303  )
( 17 ,  -319 ,  302  )
( 16 ,  -318 ,  302  )
( 15 ,  -317 ,  302  )
( 14 ,  -317 ,  303  )
( 13 ,  -316 ,  303  )
( 12 ,  -316 ,  304  )
( 11 ,  -316 ,  305  )
( 10 ,  -316 ,  306  )
( 9 ,  -316 ,  307  )
( 8 ,  -316 ,  308  )
( 7 ,  -316 ,  309  )
( 6 ,  -316 ,  310  )
( 5 ,  -316 ,  311  )
( 4 ,  -316 ,  312  )
( 3 ,  -316 ,  313  )
( 2 ,  -315 ,  313  )
( 3 ,  -316 ,  313  )
( 2 ,  -315 ,  313  )
( 1 ,  -314 ,  313  )
( 1 ,  -315 ,  314  )
( 0 ,  -315 ,  315  )
( -1 ,  -315 ,  316  )
( -2 ,  -315 ,  317  )
( -1 ,  -315 ,  316  )
( -2 ,  -315 ,  317  )
( -2 ,  -314 ,  316  )
( -3 ,  -314 ,  317  )
( -4 ,  -314 ,  318  )
( -5 ,  -314 ,  319  )
( -5 ,  -315 ,  320  )
( -6 ,  -315 ,  321  )
( -7 ,  -315 ,  322  )
( -7 ,  -316 ,  323  )
( -8 ,  -315 ,  323  )
( -9 ,  -315 ,  324  )
( -10 ,  -315 ,  325  )
( -11 ,  -315 ,  326  )
( -12 ,  -314 ,  326  )
( -13 ,  -314 ,  327  )
( -14 ,  -314 ,  328  )
( -15 ,  -313 ,  328  )
( -16 ,  -312 ,  328  )
( -17 ,  -312 ,  329  )
( -18 ,  -312 ,  330  )
( -19 ,  -311 ,  330  )
( -20 ,  -310 ,  330  )
( -21 ,  -309 ,  330  )
( -22 ,  -309 ,  331  )
( -23 ,  -309 ,  332  )
( -24 ,  -309 ,  333  )
( -25 ,  -308 ,  333  )
( -26 ,  -308 ,  334  )
( -26 ,  -309 ,  335  )
( -26 ,  -308 ,  334  )
( -26 ,  -309 ,  335  )
( -26 ,  -310 ,  336  )
( -25 ,  -310 ,  335  )
( -26 ,  -309 ,  335  )
( -25 ,  -309 ,  334  )
( -26 ,  -308 ,  334  )
( -27 ,  -307 ,  334  )
( -28 ,  -307 ,  335  )
( -29 ,  -306 ,  335  )
( -30 ,  -305 ,  335  )
( -31 ,  -304 ,  335  )
( -32 ,  -304 ,  336  )
( -33 ,  -304 ,  337  )
( -34 ,  -304 ,  338  )
( -35 ,  -304 ,  339  )
( -36 ,  -304 ,  340  )
( -37 ,  -303 ,  340  )
( -38 ,  -302 ,  340  )
( -39 ,  -301 ,  340  )
( -38 ,  -301 ,  339  )
( -39 ,  -301 ,  340  )
( -40 ,  -300 ,  340  )
( -41 ,  -299 ,  340  )
( -41 ,  -300 ,  341  )
( -42 ,  -300 ,  342  )
( -43 ,  -300 ,  343  )
( -44 ,  -300 ,  344  )
( -45 ,  -300 ,  345  )
( -46 ,  -299 ,  345  )
( -47 ,  -299 ,  346  )
( -46 ,  -300 ,  346  )
( -47 ,  -300 ,  347  )
( -48 ,  -299 ,  347  )
( -49 ,  -299 ,  348  )
( -50 ,  -299 ,  349  )
( -51 ,  -298 ,  349  )
( -52 ,  -298 ,  350  )
( -53 ,  -298 ,  351  )
( -54 ,  -297 ,  351  )
( -55 ,  -297 ,  352  )
( -56 ,  -297 ,  353  )
( -57 ,  -297 ,  354  )
( -58 ,  -296 ,  354  )
( -59 ,  -296 ,  355  )
( -60 ,  -296 ,  356  )
( -59 ,  -297 ,  356  )
( -60 ,  -297 ,  357  )
( -61 ,  -297 ,  358  )
( -62 ,  -297 ,  359  )
( -63 ,  -297 ,  360  )
( -64 ,  -297 ,  361  )
( -65 ,  -297 ,  362  )
( -66 ,  -296 ,  362  )
( -67 ,  -296 ,  363  )
( -68 ,  -295 ,  363  )
( -67 ,  -295 ,  362  )
( -68 ,  -294 ,  362  )
( -69 ,  -293 ,  362  )
( -70 ,  -293 ,  363  )
( -71 ,  -293 ,  364  )
( -72 ,  -293 ,  365  )
( -73 ,  -293 ,  366  )
( -73 ,  -292 ,  365  )
( -74 ,  -291 ,  365  )
( -73 ,  -291 ,  364  )
( -73 ,  -292 ,  365  )
( -74 ,  -292 ,  366  )
( -75 ,  -291 ,  366  )
( -76 ,  -290 ,  366  )
( -77 ,  -290 ,  367  )
( -78 ,  -290 ,  368  )
( -79 ,  -289 ,  368  )
( -80 ,  -289 ,  369  )
( -80 ,  -290 ,  370  )
( -80 ,  -291 ,  371  )
